canonical_tag,synonym_count,synonyms,applied_counts,total_applied,max_applied,creation_dates,earliest_synonym,latest_synonym
php,17,phpinfo|php-namespaces|php-include|phtml|php-fpm|php-session|php-functions|php-cgi|php-mail|php-errors|php-cli|php.ini|hypertext-preprocessor|php-frameworks|php5|php-date|php-oop,6|33|292|69|1159|16|6|47|137|70|145|495|0|232|1158|12|47,3924,1159,2021-09-21|2018-10-29|2016-12-21|2015-12-29|2015-05-10|2014-04-15|2014-02-09|2014-01-28|2013-12-30|2013-09-13|2013-07-27|2013-03-18|2013-03-02|2013-01-05|2012-12-27|2012-11-29|2011-12-09,2011-12-09,2021-09-21
algorithm,2,algorithm-design|algorithms,203|3716,3919,3716,2010-08-03|2010-07-16,2010-07-16,2010-08-03
ssl,1,tls,3916,3916,3916,2011-12-08,2011-12-08,2011-12-08
eloquent,1,laravel-eloquent,3820,3820,3820,2016-12-23,2016-12-23,2016-12-23
cluster-computing,2,clusters|cluster,130|3624,3754,3624,2012-07-02|2012-07-02,2012-07-02,2012-07-02
playback,1,play,3741,3741,3741,2011-07-12,2011-07-12,2011-07-12
icons,1,icon,3739,3739,3739,2010-07-16,2010-07-16,2010-07-16
screen-scraping,1,scraping,3720,3720,3720,2010-08-22,2010-08-22,2010-08-22
google-sheets,8,google-sheets-export-url|google-sheets-charts|google-sheets-filter-view|gs-conditional-formatting|google-sheets-conditionalformatting|gs|google-spreadsheet|sheets,3|38|32|108|56|45|615|2812,3709,2812,2020-09-16|2020-09-16|2020-09-16|2020-09-16|2020-09-16|2020-07-21|2014-10-03|2014-07-17,2014-07-17,2020-09-16
content-management-system,1,cms,3658,3658,3658,2012-07-12,2012-07-12,2012-07-12
containers,1,container,3653,3653,3653,2010-07-22,2010-07-22,2010-07-22
components,1,component,3640,3640,3640,2010-10-23,2010-10-23,2010-10-23
kendo-ui,1,kendo,3635,3635,3635,2012-11-08,2012-11-08,2012-11-08
extjs,2,sencha|ext,3216|336,3552,3216,2011-04-20|2011-08-30,2011-04-20,2011-08-30
svn,1,subversion,3532,3532,3532,2010-07-22,2010-07-22,2010-07-22
java-me,2,jme|j2me,31|3482,3513,3482,2011-12-07|2010-07-16,2010-07-16,2011-12-07
operator-keyword,1,operator,3478,3478,3478,2010-07-16,2010-07-16,2010-07-16
attributes,1,attribute,3471,3471,3471,2010-08-28,2010-08-28,2010-08-28
json,4,jsonobject|json-decode|json-encode|json-parsing,1975|305|366|818,3464,1975,2016-07-27|2014-02-09|2014-02-09|2011-08-30,2011-08-30,2016-07-27
button,1,buttons,3456,3456,3456,2010-08-28,2010-08-28,2010-08-28
visual-studio-2010,8,visual-studio-2010-sp1|visual-studio-2010-beta-2|visual-studio-2010-beta-1|visual-studio-2010-rc|vs2010-express|msvc10|visual-studio-2010-rtm|vs2010,1|2|0|1|2|37|4|3406,3453,3406,2016-12-29|2016-12-29|2016-12-29|2016-12-29|2016-12-18|2014-01-02|2010-09-01|2010-07-16,2010-07-16,2016-12-29
math,5,calculation|arithmetic|mathematical|maths|mathematics,92|909|243|1382|819,3445,1382,2023-10-13|2011-01-09|2011-01-09|2010-08-11|2010-08-04,2010-08-04,2023-10-13
tabs,2,tabpanel|tab,65|3349,3414,3349,2017-03-26|2010-08-10,2010-08-10,2017-03-26
installation,4,installer|install|installing|setup,298|1505|311|1287,3401,1505,2020-06-15|2020-06-15|2014-10-08|2014-10-08,2014-10-08,2020-06-15
google-cloud-functions,2,firebase-cloud-functions|firebase-functions,3161|220,3381,3161,2017-10-20|2017-10-06,2017-10-06,2017-10-20
url-rewriting,4,urlrewriter|rewrite|rewrite-url|urlrewrite,8|3166|13|153,3340,3166,2014-09-21|2012-01-19|2012-01-12|2011-11-22,2011-11-22,2014-09-21
google-app-engine,4,google-app-engine-python|google-app-engine-java|appengine|gae,47|36|1089|2092,3264,2092,2019-11-04|2014-12-24|2010-11-19|2010-08-08,2010-08-08,2019-11-04
transactions,2,transactional|transaction,605|2613,3218,2613,2017-03-21|2010-07-22,2010-07-22,2017-03-21
random,13,java.util.random|rng|random-sample|prng|random-string-generator|random-string|random-alpha-generator|rand|random-number|random-numbers|random-generator|pseudo-random-numbers|random-number-generator,1|100|1448|531|4|9|0|670|125|99|36|42|151,3216,1448,2020-03-04|2016-08-17|2016-05-28|2015-06-11|2011-01-25|2011-01-25|2011-01-25|2011-01-25|2011-01-25|2011-01-25|2011-01-25|2011-01-25|2011-01-25,2011-01-25,2020-03-04
web-applications,4,offline-web-app|webapps|webapp|web-application,13|201|2624|374,3212,2624,2020-08-13|2010-09-01|2010-09-01|2010-07-22,2010-07-22,2020-08-13
visualization,2,data-visualization|visualisation,2850|298,3148,2850,2018-07-12|2010-07-23,2010-07-23,2018-07-12
permissions,1,permission,3117,3117,3117,2010-07-22,2010-07-22,2010-07-22
sqlite,3,sqlite3|sqlitedatabase|sqllite,1827|175|1091,3093,1827,2019-05-04|2013-11-21|2010-10-11,2010-10-11,2019-05-04
asp.net,4,aspdotnet|asp.net-website|aspx|asp-net,18|8|2727|279,3032,2727,2013-01-30|2011-07-21|2010-09-21|2010-07-16,2010-07-16,2013-01-30
command-line-interface,1,cli,3007,3007,3007,2014-02-10,2014-02-10,2014-02-10
scikit-learn,2,sklearn|scikits-learn,3000|3,3003,3000,2013-12-07|2012-06-23,2012-06-23,2013-12-07
package,1,packages,2976,2976,2976,2016-04-12,2016-04-12,2016-04-12
service,1,services,2956,2956,2956,2010-10-23,2010-10-23,2010-10-23
oop,8,ood|oo|object-orientation|oo-design|object-oriented-modeling|oops|object-oriented-design|object-oriented,22|63|7|11|11|905|876|1031,2926,1031,2016-08-17|2016-08-17|2016-08-17|2011-06-02|2011-05-22|2011-01-04|2010-07-29|2010-08-12,2010-07-29,2016-08-17
namespaces,2,namespacing|namespace,29|2889,2918,2889,2010-09-10|2010-07-22,2010-07-22,2010-09-10
internationalization,1,i18n,2917,2917,2917,2010-07-16,2010-07-16,2010-07-16
jestjs,1,jest,2916,2916,2916,2021-01-05,2021-01-05,2021-01-05
module,1,modules,2899,2899,2899,2010-08-24,2010-08-24,2010-08-24
memory-management,3,memory-deallocation|memory-allocation|memory-usage,132|2650|100,2882,2650,2013-12-15|2012-01-15|2011-07-14,2011-07-14,2013-12-15
converters,1,converter,2872,2872,2872,2018-08-26,2018-08-26,2018-08-26
properties,1,property,2864,2864,2864,2011-11-12,2011-11-12,2011-11-12
internet-explorer-8,2,msie8|ie8,22|2811,2833,2811,2010-08-01|2010-07-16,2010-07-16,2010-08-01
matplotlib,3,plt|pylab|pyplot,277|629|1883,2789,1883,2017-03-12|2012-07-04|2011-07-14,2011-07-14,2017-03-12
http-status-code-404,1,404,2786,2786,2786,2011-01-15,2011-01-15,2011-01-15
amazon-cognito,2,aws-cognito|cognito,1963|811,2774,1963,2017-07-05|2018-06-12,2017-07-05,2018-06-12
tensorflow,1,tensorflow-gpu,2773,2773,2773,2017-07-07,2017-07-07,2017-07-07
conv-neural-network,2,cnn|convolutional-neural-network,1496|1263,2759,1496,2020-10-28|2018-06-26,2018-06-26,2020-10-28
tuples,1,tuple,2745,2745,2745,2011-04-20,2011-04-20,2011-04-20
jquery-select2,1,select2,2709,2709,2709,2016-01-01,2016-01-01,2016-01-01
casting,3,type-casting|cast|typecast,256|2233|211,2700,2233,2010-10-08|2010-10-01|2010-09-18,2010-09-18,2010-10-08
mocking,3,mocking-framework|mocks|mock,0|95|2523,2618,2523,2012-02-08|2010-09-17|2010-09-17,2010-09-17,2012-02-08
backbone.js,2,backbone|backbonejs,2432|172,2604,2432,2012-04-07|2012-05-07,2012-04-07,2012-05-07
laravel-5,6,laravel-5.6|laravel-5.4|laravel-5.5|laravel-5.1|laravel-5.2|laravel-5.3,114|293|317|525|1155|197,2601,1155,2020-08-25|2017-10-17|2017-10-17|2015-06-19|2016-07-29|2016-07-29,2015-06-19,2020-08-25
nlp,6,natural-language-processing|text-analysis|language-processing|computational-linguistics|natural-language|natural-language-process,1330|743|19|112|326|64,2594,1330,2018-11-13|2016-01-05|2012-09-08|2010-10-27|2010-08-17|2010-08-17,2010-08-17,2018-11-13
makefile,4,makefile-project|makefile-errors|make|makefiles,0|0|2516|75,2591,2516,2021-10-16|2021-10-16|2015-10-16|2010-08-26,2010-08-26,2021-10-16
karma-runner,2,karma|testacular,2477|88,2565,2477,2014-03-29|2013-04-01,2013-04-01,2014-03-29
react-native,4,react-native-web|react-native-ios|react-native-android|reactjs-native,85|1465|1012|2,2564,1465,2021-09-10|2021-09-10|2021-09-10|2021-05-31,2021-05-31,2021-09-10
web-config,1,web.config,2562,2562,2562,2010-07-17,2010-07-17,2010-07-17
ember.js,2,emberjs|ember,807|1746,2553,1746,2012-08-08|2012-06-02,2012-06-02,2012-08-08
serialization,8,serializer|serialize|deserialize|unserialize|serialze|serialized|serializing|serialisation,102|1197|848|122|5|82|72|105,2533,1197,2020-09-02|2010-11-22|2010-10-20|2010-10-20|2010-10-01|2010-10-01|2010-10-01|2010-10-01,2010-10-01,2020-09-02
cluster-analysis,2,clustering|data-clustering,2515|12,2527,2515,2012-01-24|2012-01-24,2012-01-24,2012-01-24
html-lists,5,ol|li|ul|ordered-list|unordered-list,166|1240|1069|25|19,2519,1240,2012-03-03|2012-03-03|2012-03-03|2012-02-26|2012-03-01,2012-02-26,2012-03-03
android-viewpager,1,viewpager,2512,2512,2512,2012-06-25,2012-06-25,2012-06-25
resources,1,resource,2407,2407,2407,2010-07-22,2010-07-22,2010-07-22
vbscript,1,vbs,2378,2378,2378,2010-08-11,2010-08-11,2010-08-11
blogs,2,blogging|blog,152|2206,2358,2206,2010-08-21|2010-07-16,2010-07-16,2010-08-21
drop-down-menu,3,selectbox|drop-down|dropdownlist,290|344|1706,2340,1706,2011-03-15|2012-07-20|2012-05-17,2011-03-15,2012-07-20
web-crawler,7,spider|crawl|crawling|crawler|webcrawling|web-spider|webspiders,370|370|560|850|107|28|37,2322,850,2014-09-15|2013-01-05|2013-01-05|2012-02-03|2010-10-19|2010-08-02|2010-08-02,2010-08-02,2014-09-15
windows-installer,2,msiexec|msi,10|2298,2308,2298,2012-03-31|2011-08-19,2011-08-19,2012-03-31
cocos2d-iphone,1,cocos2d,2263,2263,2263,2012-04-10,2012-04-10,2012-04-10
concatenation,3,string-concatenation|concat|concatenate,9|1017|1237,2263,1237,2025-04-16|2020-08-10|2010-09-10,2010-09-10,2025-04-16
session,1,sessions,2261,2261,2261,2010-08-24,2010-08-24,2010-08-24
google-sheets-formula,5,google-sheets-vlookup|gs-vlookup|google-sheets-query|importrange|google-sheets-importxml,54|70|1224|344|565,2257,1224,2020-09-14|2020-09-14|2020-09-12|2020-09-12|2020-08-26,2020-08-26,2020-09-14
nuxt.js,2,nuxtjs|nuxt,548|1676,2224,1676,2021-01-31|2018-09-13,2018-09-13,2021-01-31
hook,2,hooks|hooking,1985|238,2223,1985,2010-08-16|2010-08-16,2010-08-16,2010-08-16
jwt,2,jwt-auth|json-web-token,1374|849,2223,1374,2019-07-16|2016-08-11,2016-08-11,2019-07-16
jenkins-pipeline,2,jenkinsfile|jenkins-workflow,1670|515,2185,1670,2016-11-10|2016-11-10,2016-11-10,2016-11-10
signals,1,signal,2175,2175,2175,2011-12-04,2011-12-04,2011-12-04
beautifulsoup,1,bs4,2172,2172,2172,2017-09-19,2017-09-19,2017-09-19
date,7,date-format|weekday|weekend|dob|date-of-birth|java-date|dates,0|3|2|2|1|6|2154,2168,2154,2025-07-23|2025-07-18|2025-07-18|2021-11-17|2021-11-16|2020-08-09|2012-03-06,2012-03-06,2025-07-23
try-catch,4,try|try-catch-throw|try-statement|catch,1193|0|6|962,2161,1193,2010-10-07|2010-10-08|2010-10-08|2010-10-07,2010-10-07,2010-10-08
jquery-animate,2,jquery-animation|animate,2|2155,2157,2155,2010-11-21|2012-08-08,2010-11-21,2012-08-08
android-ndk,1,ndk,2156,2156,2156,2011-05-05,2011-05-05,2011-05-05
kubernetes,2,kubernetes-pod|k8s,1017|1124,2141,1124,2021-01-02|2018-04-16,2018-04-16,2021-01-02
stripe-payments,19,stripe-webhooks|stripe-cli|stripe-invoices|stripe-payout|stripe-elements|stripe-subscriptions|dj-stripe|stripe-terminal|stripe-checkout|stripe-api|react-stripe-elements|react-native-stripe-api|stripe-react-native|stripe-testing|stripe-ruby|stripe-billing|stripe.net|stripe-connect|stripe.js,10|15|2|3|9|7|7|4|27|25|1|17|4|1|0|1|123|1627|258,2141,1627,2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2021-06-19|2018-07-29|2018-07-29|2018-07-29,2018-07-29,2021-06-19
locking,1,lock,2134,2134,2134,2010-09-07,2010-09-07,2010-09-07
rubygems,3,ruby-on-rails-gems|gems|gem,0|98|2031,2129,2031,2010-11-15|2016-08-17|2010-11-18,2010-11-15,2016-08-17
delegates,2,func-delegate|delegate,0|2126,2126,2126,2014-11-25|2010-07-22,2010-07-22,2014-11-25
google-visualization,7,google-timeline-chart|google-organization-chart|google-chartwrapper|google-linechart|google-geochart|google-charts-api|google-charts,0|0|0|1|55|1639|424,2119,1639,2019-03-21|2019-03-21|2013-10-07|2020-01-08|2013-08-06|2013-08-06|2013-08-06,2013-08-06,2020-01-08
dependencies,1,dependency,2111,2111,2111,2010-09-16,2010-09-16,2010-09-16
optimization,6,optimizer|code-optimization|optimizing|optimizations|optimize|optimisation,197|29|102|47|1091|632,2098,1091,2015-06-11|2012-01-24|2011-01-14|2010-10-23|2010-08-08|2010-08-08,2010-08-08,2015-06-11
google-drive-api,5,google-drive-android-api|gdrive|google-drive-api-v3|google-drive-sdk|google-drive,17|37|14|638|1386,2092,1386,2023-01-05|2022-11-03|2019-09-19|2014-10-13|2012-08-10,2012-08-10,2023-01-05
annotations,1,annotation,2084,2084,2084,2010-07-22,2010-07-22,2010-07-22
header,1,headers,2077,2077,2077,2010-10-20,2010-10-20,2010-10-20
entity-framework,6,sql-to-entity-framework|fluent-entity-framework|entity-framework-designer|entity-framework-mapping|linq-entity-framework|ef,0|9|3|13|14|2038,2077,2038,2018-03-13|2018-03-13|2018-03-13|2015-09-29|2010-08-11|2010-07-16,2010-07-16,2018-03-13
cpu-architecture,2,processor-architecture|computer-architecture,0|2060,2060,2060,2020-02-22|2013-11-22,2013-11-22,2020-02-22
progressive-web-apps,1,pwa,2047,2047,2047,2018-07-29,2018-07-29,2018-07-29
knockout.js,3,ko.observablearray|knockout|knockoutjs,133|1437|473,2043,1437,2014-10-14|2012-06-28|2012-05-08,2012-05-08,2014-10-14
oauth-2.0,1,oauth2,2041,2041,2041,2016-10-10,2016-10-10,2016-10-10
group-by,3,pandas-groupby|group-by-time-interval|group-by-all,2030|0|1,2031,2030,2019-01-14|2014-12-29|2014-12-29,2014-12-29,2019-01-14
xamarin.forms,1,xamarin-forms,2020,2020,2020,2015-10-27,2015-10-27,2015-10-27
scrapy,1,scrapy-spider,1998,1998,1998,2014-04-10,2014-04-10,2014-04-10
directory,4,folder|folders|dir|directories,1036|288|312|356,1992,1036,2019-05-04|2019-05-04|2015-04-06|2015-02-18,2015-02-18,2019-05-04
vim,5,viml|vimscript|gvim|gvimrc|vimrc,91|248|347|3|1295,1984,1295,2017-01-08|2014-01-22|2014-01-14|2014-01-14|2012-06-24,2012-06-24,2017-01-08
websocket,2,wss-websocket|websockets,0|1983,1983,1983,2024-07-11|2010-12-01,2010-12-01,2024-07-11
azure-functions,1,azure-function-app,1980,1980,1980,2019-07-19,2019-07-19,2019-07-19
android-volley,1,volley,1975,1975,1975,2014-05-05,2014-05-05,2014-05-05
sequelize.js,1,sequelize,1960,1960,1960,2015-01-19,2015-01-19,2015-01-19
protocols,1,protocol,1945,1945,1945,2010-07-22,2010-07-22,2010-07-22
filesystems,1,filesystem,1937,1937,1937,2010-10-19,2010-10-19,2010-10-19
google-apps-script,21,appscript|google-apps-script-html-service|gas-web-app|google-apps-script-web-application|google-apps-script-simple-triggers|gs-installable-triggers|gmail-addons|advanced-google-services|gsuite-addons|google-apps-script-addon|google-sheets-custom-function|google-apps-script-editor|google-apps-script-project|google-apps-script-dashboard|google-sheets-macros|google-apps-script-libraries|google-apps-script-runtime|google-apps-script-menu|googlescript|google-script|google-scripts,33|0|0|6|1|8|342|0|86|352|68|373|5|0|330|52|33|0|97|71|30,1887,373,2024-09-02|2020-09-13|2020-09-13|2020-09-13|2020-09-12|2020-09-12|2020-08-15|2020-08-15|2020-08-13|2020-08-13|2020-08-13|2020-08-09|2020-08-09|2020-08-09|2020-08-10|2020-08-09|2020-08-09|2020-08-09|2020-02-05|2019-08-15|2013-05-11,2013-05-11,2024-09-02
exchange-server,1,exchange,1880,1880,1880,2013-08-03,2013-08-03,2013-08-03
warnings,1,warning,1872,1872,1872,2010-07-22,2010-07-22,2010-07-22
linker,1,linking,1870,1870,1870,2010-08-26,2010-08-26,2010-08-26
integer,2,int|integers,1014|849,1863,1014,2020-02-04|2012-01-26,2012-01-26,2020-02-04
complexity-theory,2,asymptotic-complexity|complexity,668|1190,1858,1190,2015-03-27|2013-09-18,2013-09-18,2015-03-27
rotation,2,rotate|rotating,1731|127,1858,1731,2012-07-27|2012-07-27,2012-07-27,2012-07-27
apache-pig,2,piglatin|pig,631|1204,1835,1204,2010-12-08|2014-03-24,2010-12-08,2014-03-24
internet-explorer-7,3,ie7-bug|msie7|ie7,41|0|1794,1835,1794,2013-09-10|2011-05-31|2010-07-16,2010-07-16,2013-09-10
cryptography,2,crypto|cryptographic,1787|40,1827,1787,2010-12-23|2010-08-28,2010-08-28,2010-12-23
foreign-keys,3,foreign-key-relationship|fk-relationship|foreign-key,1416|0|403,1819,1416,2015-04-10|2012-04-19|2010-07-16,2010-07-16,2015-04-10
pyspark,1,pyspark-dataframes,1818,1818,1818,2020-03-26,2020-03-26,2020-03-26
synchronization,3,synchronize|synchronisation|sync,26|7|1759,1792,1759,2022-04-29|2022-04-29|2014-01-18,2014-01-18,2022-04-29
crystal-reports,3,sap-crystal-reports|crystal|crystal-report,4|1628|148,1780,1628,2013-06-25|2010-08-04|2010-07-22,2010-07-22,2013-06-25
virtual-machine,1,vm,1779,1779,1779,2013-06-26,2013-06-26,2013-06-26
unit-testing,3,unittest|unit-tests|unit-test,1352|42|374,1768,1352,2015-02-17|2011-05-25|2010-07-26,2010-07-26,2015-02-17
precision,4,finite-precision|numeric-precision|floating-point-precision|double-precision,0|8|1338|406,1752,1338,2012-07-02|2012-07-02|2012-07-02|2012-07-02,2012-07-02,2012-07-02
single-sign-on,1,sso,1750,1750,1750,2010-12-15,2010-12-15,2010-12-15
apache-poi,1,poi,1741,1741,1741,2011-09-28,2011-09-28,2011-09-28
vector,1,vectors,1739,1739,1739,2010-10-23,2010-10-23,2010-10-23
javabeans,2,bean|beans,1310|420,1730,1310,2011-03-04|2011-03-04,2011-03-04,2011-03-04
apache,1,httpd,1729,1729,1729,2011-06-23,2011-06-23,2011-06-23
scripting,1,scripts,1714,1714,1714,2010-07-26,2010-07-26,2010-07-26
android-actionbar,1,actionbar,1711,1711,1711,2012-06-25,2012-06-25,2012-06-25
licensing,8,license-agreement|license-agreements|licence-agreement|licence-agreements|license|licenses|licence|licences,9|3|12|0|1333|94|235|20,1706,1333,2010-07-16|2010-07-16|2010-07-16|2010-07-16|2010-07-16|2010-07-16|2010-07-16|2010-07-16,2010-07-16,2010-07-16
tcp,2,tcp-ip|tcpip,1172|526,1698,1172,2016-05-27|2010-08-27,2010-08-27,2016-05-27
dataframe,6,df|r-df|pandas-df|data.frame|dataframes|data-frame,114|1|6|465|990|109,1685,990,2022-03-07|2020-09-05|2020-09-05|2016-04-13|2013-06-04|2011-03-04,2011-03-04,2022-03-07
arguments,2,args|argument,103|1580,1683,1580,2022-03-03|2012-06-27,2012-06-27,2022-03-03
join,3,jointable|sql-join|joins,383|50|1243,1676,1243,2015-10-26|2011-10-12|2010-10-23,2010-10-23,2015-10-26
alignment,1,align,1670,1670,1670,2012-05-04,2012-05-04,2012-05-04
escaping,10,escapestring|escaped-characters|unescape|escape-character|double-escaping|string-escaping|character-escaping|escape-sequence|escape|escaped,0|137|71|43|1|24|13|56|1287|36,1668,1287,2022-04-23|2010-10-03|2010-10-04|2010-10-04|2010-10-04|2010-10-04|2010-10-04|2010-10-03|2010-10-03|2010-10-04,2010-10-03,2022-04-23
jobs,1,job,1664,1664,1664,2010-08-26,2010-08-26,2010-08-26
discord.py,1,discord.py-rewrite,1615,1615,1615,2019-05-05,2019-05-05,2019-05-05
android-edittext,1,edittext,1597,1597,1597,2014-04-27,2014-04-27,2014-04-27
filter,2,filtering|filters,321|1270,1591,1270,2023-03-15|2010-10-23,2010-10-23,2023-03-15
version-control,8,sccs|scc|source-code-control|vcs|revision-control|scm|source-code-management|source-control,31|77|26|400|72|522|47|397,1572,522,2010-08-25|2010-08-25|2010-08-25|2010-08-07|2010-07-16|2010-07-16|2010-07-16|2010-07-16,2010-07-16,2010-08-25
laravel-blade,2,laravel-views|blade,21|1550,1571,1550,2021-06-26|2015-12-27,2015-12-27,2021-06-26
variable-assignment,1,assignment,1569,1569,1569,2011-09-27,2011-09-27,2011-09-27
android-asynctask,1,asynctask,1564,1564,1564,2012-01-03,2012-01-03,2012-01-03
continuous-integration,1,ci,1563,1563,1563,2010-12-17,2010-12-17,2010-12-17
split,3,split-function|string-split|splitting,6|1134|419,1559,1134,2022-12-20|2015-11-26|2013-10-14,2013-10-14,2022-12-20
windows-runtime,1,winrt,1559,1559,1559,2012-11-13,2012-11-13,2012-11-13
asp.net-mvc-4,1,mvc4,1548,1548,1548,2013-09-20,2013-09-20,2013-09-20
bluetooth-lowenergy,1,ble,1545,1545,1545,2016-04-26,2016-04-26,2016-04-26
domain-driven-design,1,ddd,1544,1544,1544,2010-07-16,2010-07-16,2010-07-16
closures,1,closure,1536,1536,1536,2010-07-30,2010-07-30,2010-07-30
chart.js,2,charts.js|chartjs,42|1489,1531,1489,2017-07-13|2015-06-11,2015-06-11,2017-07-13
byte,1,bytes,1529,1529,1529,2010-08-28,2010-08-28,2010-08-28
amazon-rds,2,rds|aws-rds,555|951,1506,951,2017-08-27|2016-11-06,2016-11-06,2017-08-27
jquery,14,jquery-effects|jquery-filter|jquery-css|jquery-find|jquery-post|jquery-get|jquery-hasclass|jquery-after|jquery-callback|removeclass|toggleclass|addclass|jquery-live|jquery-core,8|20|1|0|38|16|0|20|146|356|350|543|3|0,1501,543,2018-06-18|2018-06-18|2017-04-11|2017-04-04|2017-03-31|2017-03-31|2017-04-20|2017-03-10|2017-03-31|2017-02-10|2017-02-10|2016-12-19|2015-04-23|2015-04-20,2015-04-20,2018-06-18
textures,1,texture,1495,1495,1495,2011-12-20,2011-12-20,2011-12-20
report,1,reports,1483,1483,1483,2012-01-12,2012-01-12,2012-01-12
postfix-mta,1,postfix,1473,1473,1473,2018-08-09,2018-08-09,2018-08-09
character,1,characters,1470,1470,1470,2012-03-21,2012-03-21,2012-03-21
model,1,models,1470,1470,1470,2018-08-16,2018-08-16,2018-08-16
emulation,2,emulator|emulate,1433|27,1460,1433,2017-08-16|2017-08-16,2017-08-16,2017-08-16
